Transformation,Core SMILES,Monomer SMILES,Product SMILES,Alkyl Group SMILES [Core],Alkyl Group SMILES [X],Salt,Salt Ratio,Yield (%),Yield,Purified,C(sp3)-X Substitution,Main C(sp3) substituent Type,Remote FG,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCN(C(OC(C)(C)C)=O)CC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(CC3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,43,0.432,24.8,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC(Br)CC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(CC3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,37,0.3671,22.7,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC(CC1)C(=O)O,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(CC3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,11,0.1093,6.5,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCN(C(OC(C)(C)C)=O)CC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(CC3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,5,0.0463,2.2,2 - Secondary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN1CC(=O)OB(OC(=O)C1)C2CCN(CC2)C(=O)OC(C)(C)C,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(CC3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC(Br)CC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(CC3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,33,0.3259,31,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(CC3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,TFA,1,37,0.3748,22.1,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCN(CC3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,TFA,1,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCN(C(OC(C)(C)C)=O)CC1.[K+],CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,35,0.3518,16.4,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC(Br)CC1,CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,13,0.1305,6.3,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC(CC1)C(=O)O,CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCN(C(OC(C)(C)C)=O)CC1.[K+],CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,0,,,2 - Secondary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN1CC(=O)OB(OC(=O)C1)C2CCN(CC2)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC(Br)CC1,CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,,,6,0.0619,,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I,CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,TFA,1,22,0.2225,10.8,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I,CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCN(CC1)C(=O)OC(C)(C)C,[X]C1CCN(CC1)C(=O)OC(C)(C)C,TFA,1,30,0.2987,14.5,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCC1C(=O)O,,[Core]C1CCN1C(OC(C)(C)C)=O,[X]C1CCN1C(OC(C)(C)C)=O,,,32,0.3233,12.1,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCC1C(=O)O,,[Core]C1CCN1C(OC(C)(C)C)=O,[X]C1CCN1C(OC(C)(C)C)=O,TFA,1,25,0.2542,14.6,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCC1C(=O)O,,[Core]C1CCN1C(OC(C)(C)C)=O,[X]C1CCN1C(OC(C)(C)C)=O,,,24,0.2395,13.4,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCC1C(=O)O,,[Core]C1CCN1C(OC(C)(C)C)=O,[X]C1CCN1C(OC(C)(C)C)=O,,,0,0,0,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)C1CCO1,,[Core]C1CCO1,[X]C1CCO1,,,0,0,0,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)C1CCO1,,[Core]C1CCO1,[X]C1CCO1,TFA,1,0,0,0,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)C1CCO1,,[Core]C1CCO1,[X]C1CCO1,,,0,0,0,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)C1CCO1,,[Core]C1CCO1,[X]C1CCO1,,,0,0,0,2 - Secondary,oxy - ether,--,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1COCC1.[K+],CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,39,0.3909,9.9,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1CCOC1,CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,30,0.3016,8.4,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)C1CCOC1,CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,7,0.0667,1.9,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1COCC1.[K+],CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1CCOC1,CC(C)(C)OC(=O)N1CCC(CC1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,11,0.112,,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCOC1,CN1CCN(Cc2ccc(cc2)C3CCOC3)CC1,[Core]C1CCOC1,[X]C1CCOC1,TFA,1,26,0.2628,12.3,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1COCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCOC3)CC1,[Core]C1CCOC1,[X]C1CCOC1,TFA,1,8,0.0791,3.7,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)C1CCOC1,CN1CCN(Cc2ccc(cc2)C3CCOC3)CC1,[Core]C1CCOC1,[X]C1CCOC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1COCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCOC3)CC1,[Core]C1CCOC1,[X]C1CCOC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCOC1,CN1CCN(Cc2ccc(cc2)C3CCOC3)CC1,[Core]C1CCOC1,[X]C1CCOC1,,,14,0.1413,,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1COCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOC3)C(=O)COC(C)(C)C,[Core]C1CCOC1,[X]C1CCOC1,,,41,0.4069,17.8,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCOC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOC3)C(=O)COC(C)(C)C,[Core]C1CCOC1,[X]C1CCOC1,,,52,0.5221,24.6,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)C1CCOC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOC3)C(=O)COC(C)(C)C,[Core]C1CCOC1,[X]C1CCOC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1COCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOC3)C(=O)COC(C)(C)C,[Core]C1CCOC1,[X]C1CCOC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCOC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOC3)C(=O)COC(C)(C)C,[Core]C1CCOC1,[X]C1CCOC1,,,51,0.5076,18.4,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1COCC1.[K+],CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,31,0.3054,9.9,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCOC1,CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)C1CCOC1,CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1COCC1.[K+],CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,2,0.0196,0.7,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCOC1,CC(C)(C)OC(=O)N1CCC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CCOC1,[X]C1CCOC1,,,16,0.1626,,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCOCC1.[K+],C1(N2C=CC=N2)=CC(C3CCOCC3)=CC=C1,[Core]C1CCOCC1,[X]C1CCOCC1,,,57,0.5677,16.2,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1CCOCC1,C1(N2C=CC=N2)=CC(C3CCOCC3)=CC=C1,[Core]C1CCOCC1,[X]C1CCOCC1,,,44,0.4414,13.1,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)C1CCOCC1,C1(N2C=CC=N2)=CC(C3CCOCC3)=CC=C1,[Core]C1CCOCC1,[X]C1CCOCC1,,,16,0.1614,4.9,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CCOCC1.[K+],C1(N2C=CC=N2)=CC(C3CCOCC3)=CC=C1,[Core]C1CCOCC1,[X]C1CCOCC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1CCOCC1,C1(N2C=CC=N2)=CC(C3CCOCC3)=CC=C1,[Core]C1CCOCC1,[X]C1CCOCC1,,,14,0.1358,,2 - Secondary,alkyl,ether,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,I[Zn]C1CCOCC1,C1(N2C=CC=N2)=CC(C3CCOCC3)=CC=C1,[Core]C1CCOCC1,[X]C1CCOCC1,TFA,1,44,0.4353,14.9,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCOCC1,CN1CCN(Cc2ccc(cc2)C3CCOCC3)CC1,[Core]C1CCOCC1,[X]C1CCOCC1,TFA,1,39,0.3872,18.8,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCOCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCOCC3)CC1,[Core]C1CCOCC1,[X]C1CCOCC1,TFA,1,56,0.5623,27.3,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)C1CCOCC1,CN1CCN(Cc2ccc(cc2)C3CCOCC3)CC1,[Core]C1CCOCC1,[X]C1CCOCC1,TFA,1,0,0,0,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CCOCC1.[K+],CN1CCN(Cc2ccc(cc2)C3CCOCC3)CC1,[Core]C1CCOCC1,[X]C1CCOCC1,,,1,0.0109,0.3,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1CCOCC1,CN1CCN(Cc2ccc(cc2)C3CCOCC3)CC1,[Core]C1CCOCC1,[X]C1CCOCC1,,,26,0.2647,,2 - Secondary,alkyl,ether,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,I[Zn]C1CCOCC1,CN1CCN(Cc2ccc(cc2)C3CCOCC3)CC1,[Core]C1CCOCC1,[X]C1CCOCC1,TFA,1,111,1.1147,43.3,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCOCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOCC3)C(=O)COC(C)(C)C,[Core]C1CCOCC1,[X]C1CCOCC1,,,46,0.4555,20.7,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCOCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOCC3)C(=O)COC(C)(C)C,[Core]C1CCOCC1,[X]C1CCOCC1,,,39,0.3902,19.1,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)C1CCOCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOCC3)C(=O)COC(C)(C)C,[Core]C1CCOCC1,[X]C1CCOCC1,,,11,0.1105,5.2,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CCOCC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOCC3)C(=O)COC(C)(C)C,[Core]C1CCOCC1,[X]C1CCOCC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1CCOCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOCC3)C(=O)COC(C)(C)C,[Core]C1CCOCC1,[X]C1CCOCC1,,,83,0.8313,31.3,2 - Secondary,alkyl,ether,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,I[Zn]C1CCOCC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CCOCC3)C(=O)COC(C)(C)C,[Core]C1CCOCC1,[X]C1CCOCC1,TFA,1,48,0.4791,23.5,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCOCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCOCC4,[Core]C1CCOCC1,[X]C1CCOCC1,,,24,0.237,8.1,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCOCC1,O=C1COCc2nc3ccc(cn3c12)C4CCOCC4,[Core]C1CCOCC1,[X]C1CCOCC1,,,33,0.3333,11.8,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)C1CCOCC1,O=C1COCc2nc3ccc(cn3c12)C4CCOCC4,[Core]C1CCOCC1,[X]C1CCOCC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CCOCC1.[K+],O=C1COCc2nc3ccc(cn3c12)C4CCOCC4,[Core]C1CCOCC1,[X]C1CCOCC1,,,0,,,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1CCOCC1,O=C1COCc2nc3ccc(cn3c12)C4CCOCC4,[Core]C1CCOCC1,[X]C1CCOCC1,,,14,0.1358,,2 - Secondary,alkyl,ether,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,I[Zn]C1CCOCC1,O=C1COCc2nc3ccc(cn3c12)C4CCOCC4,[Core]C1CCOCC1,[X]C1CCOCC1,TFA,1,32,0.3184,12.3,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)C1.[K+],O=C(OC(C)(C)C)N1CC(C2=CC(N3C=CC=N3)=CC=C2)C1,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,16,0.1639,5.8,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CC(Br)C1,CC(C)(C)OC(=O)N1CC(C1)c2cccc(c2)n3cccn3,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CC(C1)C(=O)O,CC(C)(C)OC(=O)N1CC(C1)c2cccc(c2)n3cccn3,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)C1.[K+],CC(C)(C)OC(=O)N1CC(C1)c2cccc(c2)n3cccn3,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,5,0.0501,1.5,2 - Secondary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,CN1CC(=O)OB(OC(=O)C1)C2CN(C2)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CC(C1)c2cccc(c2)n3cccn3,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,0,0,,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CC(Br)C1,CC(C)(C)OC(=O)N1CC(C1)c2cccc(c2)n3cccn3,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,61,0.6146,18.4,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CC(C1)[Zn]I,CC(C)(C)OC(=O)N1CC(C1)c2cccc(c2)n3cccn3,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,TFA,1,64,0.6386,26.4,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CC(Br)C1,CN1CCN(Cc2ccc(cc2)C3CN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,TFA,1,23,0.2298,13.2,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)C1.[K+],CN1CCN(Cc2ccc(cc2)C3CN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,TFA,1,25,0.2507,14.4,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CC(C1)C(=O)O,CN1CCN(Cc2ccc(cc2)C3CN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
